DATE;Season;VISITOR;V.PTS;HOME;H.PTS;OT;
1/20/2010;2010;New Jersey Nets;94;Phoenix Suns;118;;
1/20/2010;2010;Utah Jazz;105;San Antonio Spurs;98;;
1/20/2010;2010;Dallas Mavericks;94;Washington Wizards;93;;
1/21/2010;2010;Los Angeles Lakers;87;Cleveland Cavaliers;93;;
1/21/2010;2010;Los Angeles Clippers;85;Denver Nuggets;105;;
1/22/2010;2010;Charlotte Bobcats;89;Atlanta Hawks;103;;
1/22/2010;2010;Portland Trail Blazers;95;Boston Celtics;98;OT;
1/22/2010;2010;Indiana Pacers;105;Detroit Pistons;93;;
1/22/2010;2010;New Jersey Nets;79;Golden State Warriors;111;;
1/22/2010;2010;Oklahoma City Thunder;84;Memphis Grizzlies;86;;
1/22/2010;2010;New Orleans Hornets;96;Minnesota Timberwolves;94;;
1/22/2010;2010;Los Angeles Lakers;115;New York Knicks;105;;
1/22/2010;2010;Sacramento Kings;84;Orlando Magic;100;;
1/22/2010;2010;Dallas Mavericks;81;Philadelphia 76ers;92;;
1/22/2010;2010;Chicago Bulls;115;Phoenix Suns;104;;
1/22/2010;2010;Houston Rockets;116;San Antonio Spurs;109;;
1/22/2010;2010;Milwaukee Bucks;96;Toronto Raptors;101;;
1/22/2010;2010;Miami Heat;112;Washington Wizards;88;;
1/23/2010;2010;Orlando Magic;106;Charlotte Bobcats;95;OT;
1/23/2010;2010;Oklahoma City Thunder;99;Cleveland Cavaliers;100;;
1/23/2010;2010;New Orleans Hornets;110;Denver Nuggets;116;OT;
1/23/2010;2010;Portland Trail Blazers;97;Detroit Pistons;93;;
1/23/2010;2010;Chicago Bulls;104;Houston Rockets;97;;
1/23/2010;2010;Philadelphia 76ers;107;Indiana Pacers;97;;
1/23/2010;2010;Sacramento Kings;84;Miami Heat;115;;
1/23/2010;2010;Minnesota Timberwolves;94;Milwaukee Bucks;127;;
1/23/2010;2010;Golden State Warriors;103;Phoenix Suns;112;;
1/23/2010;2010;New Jersey Nets;83;Utah Jazz;116;;
1/24/2010;2010;Dallas Mavericks;128;New York Knicks;78;;
1/24/2010;2010;Los Angeles Lakers;105;Toronto Raptors;106;;
1/24/2010;2010;Los Angeles Clippers;92;Washington Wizards;78;;
1/25/2010;2010;Los Angeles Clippers;89;Boston Celtics;95;;
1/25/2010;2010;Charlotte Bobcats;93;Denver Nuggets;104;;
1/25/2010;2010;Atlanta Hawks;102;Houston Rockets;95;;
1/25/2010;2010;Orlando Magic;94;Memphis Grizzlies;99;;
1/25/2010;2010;Cleveland Cavaliers;92;Miami Heat;91;;
1/25/2010;2010;Indiana Pacers;109;Philadelphia 76ers;98;;
1/25/2010;2010;New Orleans Hornets;98;Portland Trail Blazers;97;;
1/25/2010;2010;Chicago Bulls;98;San Antonio Spurs;93;;
1/25/2010;2010;Phoenix Suns;115;Utah Jazz;124;;
1/26/2010;2010;Milwaukee Bucks;107;Dallas Mavericks;108;;
1/26/2010;2010;Minnesota Timberwolves;105;New York Knicks;132;;
1/26/2010;2010;Charlotte Bobcats;114;Phoenix Suns;109;OT;
1/26/2010;2010;Golden State Warriors;96;Sacramento Kings;99;;
1/26/2010;2010;Los Angeles Lakers;115;Washington Wizards;103;;
1/27/2010;2010;Minnesota Timberwolves;95;Cleveland Cavaliers;109;;
1/27/2010;2010;Memphis Grizzlies;99;Detroit Pistons;93;;
1/27/2010;2010;New Orleans Hornets;123;Golden State Warriors;110;;
1/27/2010;2010;Denver Nuggets;97;Houston Rockets;92;;
1/27/2010;2010;Los Angeles Lakers;118;Indiana Pacers;96;;
1/27/2010;2010;Philadelphia 76ers;88;Milwaukee Bucks;91;;
1/27/2010;2010;Los Angeles Clippers;87;New Jersey Nets;103;;
1/27/2010;2010;Chicago Bulls;96;Oklahoma City Thunder;86;;
1/27/2010;2010;Utah Jazz;106;Portland Trail Blazers;95;;
1/27/2010;2010;Atlanta Hawks;90;San Antonio Spurs;105;;
1/27/2010;2010;Miami Heat;103;Toronto Raptors;111;;
1/28/2010;2010;Toronto Raptors;106;New York Knicks;104;;
1/28/2010;2010;Boston Celtics;94;Orlando Magic;96;;
1/28/2010;2010;Dallas Mavericks;106;Phoenix Suns;112;;
1/29/2010;2010;Boston Celtics;91;Atlanta Hawks;100;;
1/29/2010;2010;Miami Heat;92;Detroit Pistons;65;;
1/29/2010;2010;Charlotte Bobcats;121;Golden State Warriors;110;;
1/29/2010;2010;Portland Trail Blazers;100;Houston Rockets;104;;
1/29/2010;2010;Cleveland Cavaliers;94;Indiana Pacers;73;;
1/29/2010;2010;Los Angeles Clippers;97;Minnesota Timberwolves;111;;
1/29/2010;2010;Washington Wizards;81;New Jersey Nets;79;;
1/29/2010;2010;Chicago Bulls;108;New Orleans Hornets;106;OT;
1/29/2010;2010;Denver Nuggets;84;Oklahoma City Thunder;101;;
1/29/2010;2010;Los Angeles Lakers;99;Philadelphia 76ers;91;;
1/29/2010;2010;Memphis Grizzlies;97;San Antonio Spurs;104;;
1/29/2010;2010;Sacramento Kings;94;Utah Jazz;101;;
1/30/2010;2010;Portland Trail Blazers;114;Dallas Mavericks;112;OT;
1/30/2010;2010;New Orleans Hornets;109;Memphis Grizzlies;102;OT;
1/30/2010;2010;Miami Heat;84;Milwaukee Bucks;95;;
1/30/2010;2010;Atlanta Hawks;86;Orlando Magic;104;;
1/30/2010;2010;Charlotte Bobcats;103;Sacramento Kings;96;;
1/30/2010;2010;New York Knicks;96;Washington Wizards;106;;
1/31/2010;2010;Los Angeles Lakers;90;Boston Celtics;89;;
1/31/2010;2010;Los Angeles Clippers;89;Cleveland Cavaliers;114;;
1/31/2010;2010;Orlando Magic;91;Detroit Pistons;86;;
1/31/2010;2010;Phoenix Suns;115;Houston Rockets;111;OT;
1/31/2010;2010;New York Knicks;91;Minnesota Timberwolves;112;;
1/31/2010;2010;Philadelphia 76ers;83;New Jersey Nets;79;;
1/31/2010;2010;Golden State Warriors;104;Oklahoma City Thunder;112;;
1/31/2010;2010;Denver Nuggets;103;San Antonio Spurs;89;;
1/31/2010;2010;Indiana Pacers;102;Toronto Raptors;117;;
2/1/2010;2010;Sacramento Kings;109;Denver Nuggets;112;OT;
2/1/2010;2010;Los Angeles Lakers;93;Memphis Grizzlies;95;;
2/1/2010;2010;Milwaukee Bucks;97;Miami Heat;81;;
2/1/2010;2010;Phoenix Suns;109;New Orleans Hornets;100;;
2/1/2010;2010;Charlotte Bobcats;79;Portland Trail Blazers;98;;
2/1/2010;2010;Dallas Mavericks;92;Utah Jazz;104;;
2/1/2010;2010;Boston Celtics;99;Washington Wizards;88;;
2/2/2010;2010;Los Angeles Clippers;90;Chicago Bulls;82;;
2/2/2010;2010;Memphis Grizzlies;89;Cleveland Cavaliers;105;;
2/2/2010;2010;Golden State Warriors;97;Houston Rockets;119;;
2/2/2010;2010;Toronto Raptors;115;Indiana Pacers;130;;
2/2/2010;2010;Detroit Pistons;97;New Jersey Nets;93;;
2/2/2010;2010;Atlanta Hawks;99;Oklahoma City Thunder;106;;
2/2/2010;2010;Milwaukee Bucks;82;Orlando Magic;99;;
2/3/2010;2010;Los Angeles Clippers;97;Atlanta Hawks;103;;
2/3/2010;2010;Miami Heat;102;Boston Celtics;107;;
2/3/2010;2010;Golden State Warriors;101;Dallas Mavericks;110;;
2/3/2010;2010;Phoenix Suns;109;Denver Nuggets;97;;
2/3/2010;2010;Charlotte Bobcats;97;Los Angeles Lakers;99;;
2/3/2010;2010;Oklahoma City Thunder;103;New Orleans Hornets;99;;
2/3/2010;2010;Washington Wizards;85;New York Knicks;107;;
2/3/2010;2010;Chicago Bulls;103;Philadelphia 76ers;106;OT;
2/3/2010;2010;San Antonio Spurs;115;Sacramento Kings;113;;
2/3/2010;2010;New Jersey Nets;99;Toronto Raptors;108;;
2/3/2010;2010;Portland Trail Blazers;105;Utah Jazz;118;;
2/4/2010;2010;Miami Heat;86;Cleveland Cavaliers;102;;
2/4/2010;2010;San Antonio Spurs;93;Portland Trail Blazers;96;;
2/5/2010;2010;Chicago Bulls;81;Atlanta Hawks;91;;
2/5/2010;2010;New Jersey Nets;87;Boston Celtics;96;;
2/5/2010;2010;Minnesota Timberwolves;117;Dallas Mavericks;108;;
2/5/2010;2010;Detroit Pistons;83;Indiana Pacers;107;;
2/5/2010;2010;Denver Nuggets;126;Los Angeles Lakers;113;;
2/5/2010;2010;Houston Rockets;101;Memphis Grizzlies;83;;
2/5/2010;2010;Philadelphia 76ers;101;New Orleans Hornets;94;;
2/5/2010;2010;Milwaukee Bucks;114;New York Knicks;107;;
2/5/2010;2010;Washington Wizards;92;Orlando Magic;91;;
2/5/2010;2010;Phoenix Suns;114;Sacramento Kings;102;;
2/6/2010;2010;New Orleans Hornets;104;Charlotte Bobcats;99;;
2/6/2010;2010;Miami Heat;91;Chicago Bulls;95;;
2/6/2010;2010;New York Knicks;106;Cleveland Cavaliers;113;;
2/6/2010;2010;New Jersey Nets;92;Detroit Pistons;99;;
2/6/2010;2010;Oklahoma City Thunder;104;Golden State Warriors;95;;
2/6/2010;2010;Philadelphia 76ers;102;Houston Rockets;95;;
2/6/2010;2010;San Antonio Spurs;98;Los Angeles Clippers;81;;
2/6/2010;2010;Indiana Pacers;81;Milwaukee Bucks;93;;
2/6/2010;2010;Memphis Grizzlies;102;Minnesota Timberwolves;109;;
2/6/2010;2010;Los Angeles Lakers;99;Portland Trail Blazers;82;;
2/6/2010;2010;Denver Nuggets;106;Utah Jazz;116;;
2/7/2010;2010;Orlando Magic;96;Boston Celtics;89;;
2/7/2010;2010;Sacramento Kings;104;Toronto Raptors;115;;
2/8/2010;2010;Dallas Mavericks;127;Golden State Warriors;117;;
2/8/2010;2010;San Antonio Spurs;89;Los Angeles Lakers;101;;
2/8/2010;2010;New Orleans Hornets;117;Orlando Magic;123;;
2/9/2010;2010;Washington Wizards;92;Charlotte Bobcats;94;;
2/9/2010;2010;New Jersey Nets;97;Cleveland Cavaliers;104;;
2/9/2010;2010;Dallas Mavericks;91;Denver Nuggets;127;;
2/9/2010;2010;Chicago Bulls;109;Indiana Pacers;101;;
2/9/2010;2010;Utah Jazz;109;Los Angeles Clippers;99;;
2/9/2010;2010;Atlanta Hawks;108;Memphis Grizzlies;94;;
2/9/2010;2010;Houston Rockets;66;Miami Heat;99;;
2/9/2010;2010;Detroit Pistons;93;Milwaukee Bucks;81;;
2/9/2010;2010;Sacramento Kings;118;New York Knicks;114;OT;
2/9/2010;2010;Minnesota Timberwolves;97;Philadelphia 76ers;119;;
2/9/2010;2010;Oklahoma City Thunder;89;Portland Trail Blazers;77;;
2/10/2010;2010;Miami Heat;94;Atlanta Hawks;76;;
2/10/2010;2010;Orlando Magic;107;Chicago Bulls;87;;
2/10/2010;2010;Sacramento Kings;103;Detroit Pistons;97;;
2/10/2010;2010;Los Angeles Clippers;102;Golden State Warriors;132;;
2/10/2010;2010;Charlotte Bobcats;93;Minnesota Timberwolves;92;;
2/10/2010;2010;Milwaukee Bucks;97;New Jersey Nets;77;;
2/10/2010;2010;Boston Celtics;85;New Orleans Hornets;93;;
2/10/2010;2010;Portland Trail Blazers;108;Phoenix Suns;101;;
2/10/2010;2010;Philadelphia 76ers;93;Toronto Raptors;104;;
2/10/2010;2010;Los Angeles Lakers;96;Utah Jazz;81;;
2/11/2010;2010;Orlando Magic;106;Cleveland Cavaliers;115;;
2/11/2010;2010;San Antonio Spurs;111;Denver Nuggets;92;;
2/16/2010;2010;New Jersey Nets;103;Charlotte Bobcats;94;;
2/16/2010;2010;New York Knicks;85;Chicago Bulls;118;;
2/16/2010;2010;Minnesota Timberwolves;85;Detroit Pistons;108;;
2/16/2010;2010;Utah Jazz;104;Houston Rockets;95;;
2/16/2010;2010;Golden State Warriors;94;Los Angeles Lakers;104;;
2/16/2010;2010;Phoenix Suns;109;Memphis Grizzlies;95;;
2/16/2010;2010;Dallas Mavericks;86;Oklahoma City Thunder;99;;
2/16/2010;2010;Miami Heat;105;Philadelphia 76ers;78;;
2/16/2010;2010;Los Angeles Clippers;87;Portland Trail Blazers;109;;
2/16/2010;2010;Boston Celtics;95;Sacramento Kings;92;;
2/17/2010;2010;Phoenix Suns;97;Dallas Mavericks;107;;
2/17/2010;2010;Sacramento Kings;98;Golden State Warriors;130;;
2/17/2010;2010;San Antonio Spurs;90;Indiana Pacers;87;;
2/17/2010;2010;Atlanta Hawks;110;Los Angeles Clippers;92;;
2/17/2010;2010;Houston Rockets;127;Milwaukee Bucks;99;;
2/17/2010;2010;Miami Heat;87;New Jersey Nets;84;;
2/17/2010;2010;Utah Jazz;98;New Orleans Hornets;90;;
2/17/2010;2010;Chicago Bulls;115;New York Knicks;109;;
2/17/2010;2010;Detroit Pistons;91;Orlando Magic;116;;
2/17/2010;2010;Memphis Grizzlies;109;Toronto Raptors;102;OT;
2/17/2010;2010;Minnesota Timberwolves;99;Washington Wizards;108;;
2/18/2010;2010;Denver Nuggets;118;Cleveland Cavaliers;116;OT;
2/18/2010;2010;Boston Celtics;87;Los Angeles Lakers;86;;
2/19/2010;2010;Cleveland Cavaliers;93;Charlotte Bobcats;110;;
2/19/2010;2010;Milwaukee Bucks;91;Detroit Pistons;85;;
2/19/2010;2010;Utah Jazz;100;Golden State Warriors;89;;
2/19/2010;2010;Miami Heat;100;Memphis Grizzlies;87;2OT;
2/19/2010;2010;Chicago Bulls;100;Minnesota Timberwolves;94;;
2/19/2010;2010;Toronto Raptors;106;New Jersey Nets;89;;
2/19/2010;2010;Indiana Pacers;101;New Orleans Hornets;107;;
2/19/2010;2010;Dallas Mavericks;95;Orlando Magic;85;;
2/19/2010;2010;San Antonio Spurs;94;Philadelphia 76ers;106;;
2/19/2010;2010;Atlanta Hawks;80;Phoenix Suns;88;;
2/19/2010;2010;Boston Celtics;96;Portland Trail Blazers;76;;
2/19/2010;2010;Denver Nuggets;97;Washington Wizards;107;;
2/20/2010;2010;Philadelphia 76ers;90;Chicago Bulls;122;;
2/20/2010;2010;Miami Heat;91;Dallas Mavericks;97;;
2/20/2010;2010;Indiana Pacers;125;Houston Rockets;115;;
2/20/2010;2010;Sacramento Kings;89;Los Angeles Clippers;99;;
2/20/2010;2010;Charlotte Bobcats;88;Milwaukee Bucks;93;;
2/20/2010;2010;Oklahoma City Thunder;121;New York Knicks;118;OT;
2/20/2010;2010;Washington Wizards;104;Toronto Raptors;109;;
2/21/2010;2010;Boston Celtics;105;Denver Nuggets;114;;
2/21/2010;2010;San Antonio Spurs;101;Detroit Pistons;109;OT;
2/21/2010;2010;Atlanta Hawks;104;Golden State Warriors;108;;
2/21/2010;2010;Oklahoma City Thunder;109;Minnesota Timberwolves;107;;
2/21/2010;2010;Memphis Grizzlies;104;New Jersey Nets;94;;
2/21/2010;2010;Houston Rockets;94;New Orleans Hornets;102;;
2/21/2010;2010;Cleveland Cavaliers;95;Orlando Magic;101;;
2/21/2010;2010;Sacramento Kings;88;Phoenix Suns;104;;
2/21/2010;2010;Utah Jazz;93;Portland Trail Blazers;89;OT;
2/22/2010;2010;Indiana Pacers;82;Dallas Mavericks;91;;
2/22/2010;2010;Charlotte Bobcats;94;Los Angeles Clippers;98;;
2/22/2010;2010;Milwaukee Bucks;83;New York Knicks;67;;
2/22/2010;2010;Atlanta Hawks;105;Utah Jazz;100;;
2/22/2010;2010;Chicago Bulls;95;Washington Wizards;101;;
2/23/2010;2010;New York Knicks;106;Boston Celtics;110;;
2/23/2010;2010;New Orleans Hornets;95;Cleveland Cavaliers;105;;
2/23/2010;2010;Philadelphia 76ers;110;Golden State Warriors;102;;
2/23/2010;2010;Los Angeles Lakers;99;Memphis Grizzlies;98;;
2/23/2010;2010;Minnesota Timberwolves;91;Miami Heat;88;;
2/23/2010;2010;Portland Trail Blazers;102;New Jersey Nets;93;;
2/23/2010;2010;Phoenix Suns;104;Oklahoma City Thunder;102;;
2/23/2010;2010;Detroit Pistons;101;Sacramento Kings;89;;
2/24/2010;2010;Minnesota Timberwolves;92;Atlanta Hawks;98;;
2/24/2010;2010;Indiana Pacers;110;Chicago Bulls;120;;
2/24/2010;2010;Los Angeles Lakers;96;Dallas Mavericks;101;;
2/24/2010;2010;Orlando Magic;110;Houston Rockets;92;;
2/24/2010;2010;Detroit Pistons;91;Los Angeles Clippers;97;;
2/24/2010;2010;New Orleans Hornets;95;Milwaukee Bucks;115;;
2/24/2010;2010;Philadelphia 76ers;95;Phoenix Suns;106;;
2/24/2010;2010;Oklahoma City Thunder;87;San Antonio Spurs;95;;
2/24/2010;2010;Portland Trail Blazers;101;Toronto Raptors;87;;
2/24/2010;2010;Charlotte Bobcats;93;Utah Jazz;102;;
2/24/2010;2010;Memphis Grizzlies;99;Washington Wizards;94;;
2/25/2010;2010;Cleveland Cavaliers;108;Boston Celtics;88;;
2/25/2010;2010;Denver Nuggets;127;Golden State Warriors;112;;
2/25/2010;2010;Milwaukee Bucks;112;Indiana Pacers;110;;
2/26/2010;2010;Dallas Mavericks;111;Atlanta Hawks;103;OT;
2/26/2010;2010;Portland Trail Blazers;111;Chicago Bulls;115;OT;
2/26/2010;2010;Detroit Pistons;102;Denver Nuggets;107;;
2/26/2010;2010;San Antonio Spurs;104;Houston Rockets;109;;
2/26/2010;2010;Philadelphia 76ers;90;Los Angeles Lakers;99;;
2/26/2010;2010;Charlotte Bobcats;93;Memphis Grizzlies;89;;
2/26/2010;2010;Orlando Magic;93;New Orleans Hornets;100;;
2/26/2010;2010;Minnesota Timberwolves;92;Oklahoma City Thunder;109;;
2/26/2010;2010;Los Angeles Clippers;112;Phoenix Suns;125;;
2/26/2010;2010;Utah Jazz;99;Sacramento Kings;103;;
2/26/2010;2010;Cleveland Cavaliers;126;Toronto Raptors;118;OT;
2/26/2010;2010;New York Knicks;118;Washington Wizards;116;OT;
2/27/2010;2010;New Jersey Nets;104;Boston Celtics;96;;
2/27/2010;2010;Detroit Pistons;88;Golden State Warriors;95;;
2/27/2010;2010;Chicago Bulls;90;Indiana Pacers;100;;
2/27/2010;2010;Milwaukee Bucks;94;Miami Heat;71;;
2/27/2010;2010;Portland Trail Blazers;110;Minnesota Timberwolves;91;;
2/27/2010;2010;Memphis Grizzlies;120;New York Knicks;109;;
2/27/2010;2010;Houston Rockets;110;Utah Jazz;133;;
2/28/2010;2010;Milwaukee Bucks;102;Atlanta Hawks;106;OT;
2/28/2010;2010;New Orleans Hornets;100;Dallas Mavericks;108;;
2/28/2010;2010;Denver Nuggets;89;Los Angeles Lakers;95;;
2/28/2010;2010;Washington Wizards;89;New Jersey Nets;85;;
2/28/2010;2010;Toronto Raptors;99;Oklahoma City Thunder;119;;
2/28/2010;2010;Miami Heat;80;Orlando Magic;96;;
2/28/2010;2010;Los Angeles Clippers;92;Sacramento Kings;97;;
2/28/2010;2010;Phoenix Suns;110;San Antonio Spurs;113;;
3/1/2010;2010;Dallas Mavericks;89;Charlotte Bobcats;84;;
3/1/2010;2010;Atlanta Hawks;116;Chicago Bulls;92;;
3/1/2010;2010;New York Knicks;93;Cleveland Cavaliers;124;;
3/1/2010;2010;Toronto Raptors;92;Houston Rockets;116;;
3/1/2010;2010;Utah Jazz;104;Los Angeles Clippers;108;;
3/1/2010;2010;Portland Trail Blazers;103;Memphis Grizzlies;93;;
3/1/2010;2010;San Antonio Spurs;106;New Orleans Hornets;92;;
3/1/2010;2010;Orlando Magic;126;Philadelphia 76ers;105;;
3/1/2010;2010;Denver Nuggets;85;Phoenix Suns;101;;
3/2/2010;2010;Boston Celtics;105;Detroit Pistons;100;;
3/2/2010;2010;Indiana Pacers;99;Los Angeles Lakers;122;;
3/2/2010;2010;Golden State Warriors;106;Miami Heat;110;;
3/2/2010;2010;Sacramento Kings;107;Oklahoma City Thunder;113;;
3/3/2010;2010;Philadelphia 76ers;93;Atlanta Hawks;112;;
3/3/2010;2010;Charlotte Bobcats;80;Boston Celtics;104;;
3/3/2010;2010;Minnesota Timberwolves;109;Dallas Mavericks;112;;
3/3/2010;2010;Oklahoma City Thunder;90;Denver Nuggets;119;;
3/3/2010;2010;Sacramento Kings;84;Houston Rockets;81;;
3/3/2010;2010;Phoenix Suns;127;Los Angeles Clippers;101;;
3/3/2010;2010;Washington Wizards;87;Milwaukee Bucks;100;;
3/3/2010;2010;Cleveland Cavaliers;111;New Jersey Nets;92;;
3/3/2010;2010;Memphis Grizzlies;104;New Orleans Hornets;100;;
3/3/2010;2010;Detroit Pistons;104;New York Knicks;128;;
3/3/2010;2010;Golden State Warriors;90;Orlando Magic;117;;
3/3/2010;2010;Indiana Pacers;79;Portland Trail Blazers;102;;
3/4/2010;2010;Memphis Grizzlies;105;Chicago Bulls;96;;
3/4/2010;2010;Los Angeles Lakers;111;Miami Heat;114;OT;
3/4/2010;2010;Utah Jazz;116;Phoenix Suns;108;;
3/5/2010;2010;Golden State Warriors;122;Atlanta Hawks;127;;
3/5/2010;2010;Los Angeles Lakers;83;Charlotte Bobcats;98;;
3/5/2010;2010;Detroit Pistons;92;Cleveland Cavaliers;99;;
3/5/2010;2010;Sacramento Kings;100;Dallas Mavericks;108;;
3/5/2010;2010;Indiana Pacers;114;Denver Nuggets;122;;
3/5/2010;2010;Oklahoma City Thunder;104;Los Angeles Clippers;87;;
3/5/2010;2010;Orlando Magic;97;New Jersey Nets;87;;
3/5/2010;2010;Boston Celtics;96;Philadelphia 76ers;86;;
3/5/2010;2010;New Orleans Hornets;91;San Antonio Spurs;102;;
3/5/2010;2010;New York Knicks;96;Toronto Raptors;102;;
3/5/2010;2010;Milwaukee Bucks;102;Washington Wizards;74;;
3/6/2010;2010;Golden State Warriors;90;Charlotte Bobcats;101;;
3/6/2010;2010;Dallas Mavericks;122;Chicago Bulls;116;;
3/6/2010;2010;San Antonio Spurs;102;Memphis Grizzlies;92;;
3/6/2010;2010;Atlanta Hawks;94;Miami Heat;100;;
3/6/2010;2010;Cleveland Cavaliers;85;Milwaukee Bucks;92;;
3/6/2010;2010;Houston Rockets;112;Minnesota Timberwolves;98;;
3/6/2010;2010;New Jersey Nets;113;New York Knicks;93;;
3/6/2010;2010;Indiana Pacers;105;Phoenix Suns;113;;
3/6/2010;2010;Los Angeles Clippers;85;Utah Jazz;107;;
3/7/2010;2010;Washington Wizards;83;Boston Celtics;86;;
3/7/2010;2010;Portland Trail Blazers;106;Denver Nuggets;118;;
3/7/2010;2010;Houston Rockets;107;Detroit Pistons;110;OT;
3/7/2010;2010;Los Angeles Lakers;94;Orlando Magic;96;;
3/7/2010;2010;Oklahoma City Thunder;108;Sacramento Kings;102;;
3/7/2010;2010;Philadelphia 76ers;114;Toronto Raptors;101;;
3/8/2010;2010;San Antonio Spurs;95;Cleveland Cavaliers;97;;
3/8/2010;2010;New Jersey Nets;101;Memphis Grizzlies;107;;
3/8/2010;2010;Dallas Mavericks;125;Minnesota Timberwolves;112;;
3/8/2010;2010;Golden State Warriors;131;New Orleans Hornets;135;;
3/8/2010;2010;Atlanta Hawks;98;New York Knicks;99;;
3/9/2010;2010;Miami Heat;78;Charlotte Bobcats;83;;
3/9/2010;2010;Utah Jazz;132;Chicago Bulls;108;;
3/9/2010;2010;Philadelphia 76ers;96;Indiana Pacers;107;;
3/9/2010;2010;Toronto Raptors;107;Los Angeles Lakers;109;;
3/9/2010;2010;Boston Celtics;84;Milwaukee Bucks;86;;
3/9/2010;2010;Los Angeles Clippers;87;Orlando Magic;113;;
3/9/2010;2010;Sacramento Kings;81;Portland Trail Blazers;88;;
3/9/2010;2010;Houston Rockets;96;Washington Wizards;88;;
3/10/2010;2010;Memphis Grizzlies;111;Boston Celtics;91;;
3/10/2010;2010;New Jersey Nets;87;Dallas Mavericks;96;;
3/10/2010;2010;Utah Jazz;115;Detroit Pistons;104;;
3/10/2010;2010;Los Angeles Clippers;97;Miami Heat;108;;
3/10/2010;2010;Denver Nuggets;110;Minnesota Timberwolves;102;;
3/10/2010;2010;New Orleans Hornets;83;Oklahoma City Thunder;98;;
3/10/2010;2010;Charlotte Bobcats;102;Philadelphia 76ers;87;;
3/10/2010;2010;Toronto Raptors;90;Sacramento Kings;113;;
3/10/2010;2010;New York Knicks;87;San Antonio Spurs;97;;
3/11/2010;2010;Portland Trail Blazers;110;Golden State Warriors;105;;
3/11/2010;2010;Chicago Bulls;82;Orlando Magic;111;;
3/11/2010;2010;Atlanta Hawks;105;Washington Wizards;99;;
3/12/2010;2010;Indiana Pacers;103;Boston Celtics;122;;
3/12/2010;2010;Los Angeles Clippers;98;Charlotte Bobcats;106;;
3/12/2010;2010;Washington Wizards;87;Detroit Pistons;101;;
3/12/2010;2010;New York Knicks;112;Memphis Grizzlies;119;;
3/12/2010;2010;Chicago Bulls;95;Miami Heat;108;;
3/12/2010;2010;Utah Jazz;87;Milwaukee Bucks;95;;
3/12/2010;2010;San Antonio Spurs;103;Minnesota Timberwolves;85;;
3/12/2010;2010;Denver Nuggets;102;New Orleans Hornets;95;;
3/12/2010;2010;New Jersey Nets;102;Oklahoma City Thunder;104;;
3/12/2010;2010;Cleveland Cavaliers;100;Philadelphia 76ers;95;;
3/12/2010;2010;Los Angeles Lakers;102;Phoenix Suns;96;;
3/12/2010;2010;Portland Trail Blazers;110;Sacramento Kings;94;;
3/13/2010;2010;Detroit Pistons;99;Atlanta Hawks;112;;
3/13/2010;2010;New York Knicks;128;Dallas Mavericks;94;;
3/13/2010;2010;Toronto Raptors;112;Golden State Warriors;124;;
3/13/2010;2010;New Jersey Nets;108;Houston Rockets;116;;
3/13/2010;2010;Denver Nuggets;125;Memphis Grizzlies;108;;
3/13/2010;2010;Los Angeles Clippers;88;San Antonio Spurs;118;;
3/13/2010;2010;Orlando Magic;109;Washington Wizards;95;;
3/14/2010;2010;Boston Celtics;93;Cleveland Cavaliers;104;;
3/14/2010;2010;Philadelphia 76ers;91;Miami Heat;104;;
3/14/2010;2010;Indiana Pacers;94;Milwaukee Bucks;98;;
3/14/2010;2010;Utah Jazz;111;Oklahoma City Thunder;119;;
3/14/2010;2010;Charlotte Bobcats;96;Orlando Magic;89;;
3/14/2010;2010;New Orleans Hornets;106;Phoenix Suns;120;;
3/14/2010;2010;Toronto Raptors;98;Portland Trail Blazers;109;;
3/14/2010;2010;Minnesota Timberwolves;100;Sacramento Kings;114;;
3/15/2010;2010;Detroit Pistons;93;Boston Celtics;119;;
3/15/2010;2010;Los Angeles Lakers;124;Golden State Warriors;121;;
3/15/2010;2010;Denver Nuggets;123;Houston Rockets;125;;
3/15/2010;2010;New Orleans Hornets;108;Los Angeles Clippers;100;;
3/15/2010;2010;New York Knicks;94;Philadelphia 76ers;84;;
3/15/2010;2010;Washington Wizards;89;Utah Jazz;112;;
3/16/2010;2010;Washington Wizards;87;Denver Nuggets;97;;
3/16/2010;2010;Cleveland Cavaliers;113;Detroit Pistons;101;;
3/16/2010;2010;Charlotte Bobcats;94;Indiana Pacers;99;;
3/16/2010;2010;Chicago Bulls;97;Memphis Grizzlies;104;;
3/16/2010;2010;San Antonio Spurs;88;Miami Heat;76;;
3/16/2010;2010;Atlanta Hawks;108;New Jersey Nets;84;;
3/16/2010;2010;Minnesota Timberwolves;114;Phoenix Suns;152;;
3/16/2010;2010;Los Angeles Lakers;106;Sacramento Kings;99;;
3/17/2010;2010;New York Knicks;97;Boston Celtics;109;;
3/17/2010;2010;Oklahoma City Thunder;92;Charlotte Bobcats;100;;
3/17/2010;2010;Indiana Pacers;94;Cleveland Cavaliers;99;;
3/17/2010;2010;Chicago Bulls;106;Dallas Mavericks;113;;
3/17/2010;2010;New Orleans Hornets;121;Golden State Warriors;131;;
3/17/2010;2010;Memphis Grizzlies;94;Houston Rockets;107;;
3/17/2010;2010;Milwaukee Bucks;93;Los Angeles Clippers;101;;
3/17/2010;2010;San Antonio Spurs;84;Orlando Magic;110;;
